,wtp,Date,Activated Carbon _avg,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _avg,Flopam FA 920 PWG _avg,Flopam FL 4520 PWG _avg,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG _avg,Hydrated Lime _avg,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Post) _avg,Hydrated Lime (Powder) _avg,Hydrated Lime (Powder) (Intermediate) _avg,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Pre) _avg,Kibbled Aluminium Sulphate _avg,Liquid Aluminium Sulphate _avg,Liquid Chlorine _avg,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _avg,Liquid Chlorine (Pre) _avg,Liquid Polyaluminium Chloride _avg,Microsand _avg,Modified Liquid Alum _avg,Polyelectrolyte AN 910 PWG _avg,Polymer Tianfloc C3080 _avg,Potassium Permanganate _avg,Soda Ash _avg,Soda Ash (Post) _avg,Soda Ash (Pre) _avg,Sodium Aluminosilicate _avg,Sodium Fluoride _avg,Sodium Hypochlorite _avg,Sodium Silico Fluoride _avg,Superfloc C 591 PWG _avg,Activated Carbon _max,Aluminium Chlorohydrate _max,Flopam AH 912 PWG _max,Flopam FA 920 PWG _max,Flopam FL 4520 PWG _max,Flopam FO 4190 PWG _max,Flopam FO 4290 PWG _max,Hydrated Lime _max,Hydrated Lime (Intermediate) _max,Hydrated Lime (Post) _max,Hydrated Lime (Powder) _max,Hydrated Lime (Powder) (Intermediate) _max,Hydrated Lime (Powder) (Post) _max,Hydrated Lime (Powder) (Pre) _max,Hydrated Lime (Pre) _max,Kibbled Aluminium Sulphate _max,Liquid Aluminium Sulphate _max,Liquid Chlorine _max,Liquid Chlorine (Intermediate) _max,Liquid Chlorine (Post) _max,Liquid Chlorine (Pre) _max,Liquid Polyaluminium Chloride _max,Microsand _max,Modified Liquid Alum _max,Polyelectrolyte AN 910 PWG _max,Polymer Tianfloc C3080 _max,Potassium Permanganate _max,Soda Ash _max,Soda Ash (Post) _max,Soda Ash (Pre) _max,Sodium Aluminosilicate _max,Sodium Fluoride _max,Sodium Hypochlorite _max,Sodium Silico Fluoride _max,Superfloc C 591 PWG _max,Activated Carbon _min,Aluminium Chlorohydrate _min,Flopam AH 912 PWG _min,Flopam FA 920 PWG _min,Flopam FL 4520 PWG _min,Flopam FO 4190 PWG _min,Flopam FO 4290 PWG _min,Hydrated Lime _min,Hydrated Lime (Intermediate) _min,Hydrated Lime (Post) _min,Hydrated Lime (Powder) _min,Hydrated Lime (Powder) (Intermediate) _min,Hydrated Lime (Powder) (Post) _min,Hydrated Lime (Powder) (Pre) _min,Hydrated Lime (Pre) _min,Kibbled Aluminium Sulphate _min,Liquid Aluminium Sulphate _min,Liquid Chlorine _min,Liquid Chlorine (Intermediate) _min,Liquid Chlorine (Post) _min,Liquid Chlorine (Pre) _min,Liquid Polyaluminium Chloride _min,Microsand _min,Modified Liquid Alum _min,Polyelectrolyte AN 910 PWG _min,Polymer Tianfloc C3080 _min,Potassium Permanganate _min,Soda Ash _min,Soda Ash (Post) _min,Soda Ash (Pre) _min,Sodium Aluminosilicate _min,Sodium Fluoride _min,Sodium Hypochlorite _min,Sodium Silico Fluoride _min,Superfloc C 591 PWG _min
64,Ampang Intake,14/2/2022,,,,,,,,2.19,,,,,,,,17.4,,2.38,,,,,,,,,,11.43,,,,,,0.45,,,,,,,,,2.64,,,,,,,,25.57,,3.17,,,,,,,,,,15.35,,,,,,0.59,,,,,,,,,1.54,,,,,,,,15.04,,1.19,,,,,,,,,,9.46,,,,,,0.19,
65,Ampang Intake,14/3/2022,,,,,,,,1.56,,,,,,,,9.39,,1.45,,,,,,,,,,6.52,,,,,,0.36,,,,,,,,,1.71,,,,,,,,12.76,,2.02,,,,,,,,,,6.68,,,,,,0.48,,,,,,,,,1.16,,,,,,,,7.13,,0.91,,,,,,,,,,6.25,,,,,,0.14,
66,Ampang Intake,14/4/2022,,,,,,,,1.41,,,,,,,,8.89,,1.48,,,,,,,,,,6.15,,,,,,0.3,,,,,,,,,1.68,,,,,,,,10.35,,1.81,,,,,,,,,,6.51,,,,,,0.4,,,,,,,,,0.88,,,,,,,,7.68,,1.06,,,,,,,,,,5.72,,,,,,0.13,
67,Ampang Intake,14/5/2022,,,,,,,,1.59,,,,,,,,11.88,,1.66,,,,,,,,,,9.38,,,,,,0.37,,,,,,,,,4.11,,,,,,,,19.52,,3.69,,,,,,,,,,14.99,,,,,,0.92,,,,,,,,,0.63,,,,,,,,6.72,,0.57,,,,,,,,,,5.92,,,,,,0.14,
68,Ampang Intake,14/6/2022,,,,,,,,1.32,,,,,,,,6.08,,1.36,,,,,,,,,,4.84,,,,,,0.23,,,,,,,,,1.48,,,,,,,,6.93,,1.8,,,,,,,,,,5.55,,,,,,0.33,,,,,,,,,1.03,,,,,,,,5.6,,1.09,,,,,,,,,,4.54,,,,,,0.17,
69,Ampang Intake,14/7/2022,,,,,,,,1.06,,,,,,,,4.5,,1.16,,,,,,,,,,3.74,,,,,,0.22,,,,,,,,,1.12,,,,,,,,5.57,,1.5,,,,,,,,,,4.9,,,,,,0.28,,,,,,,,,0.99,,,,,,,,4.13,,0.67,,,,,,,,,,3.41,,,,,,0.11,
70,Ampang Intake,14/8/2022,,,,,,,,1.26,,,,,,,,5.57,,1.43,,,,,,,,,,4.28,,,,,,0.26,,,,,,,,,1.4,,,,,,,,7.64,,1.76,,,,,,,,,,4.71,,,,,,0.31,,,,,,,,,1.04,,,,,,,,4.59,,0.7,,,,,,,,,,3.79,,,,,,0.11,
71,Ampang Intake,14/9/2022,,,,,,,,1.21,,,,,,,,4.42,,1.25,,,,,,,,,,3.65,,,,,,0.25,,,,,,,,,1.3,,,,,,,,4.58,,1.58,,,,,,,,,,3.78,,,,,,0.32,,,,,,,,,0.93,,,,,,,,4.09,,0.63,,,,,,,,,,3.38,,,,,,0.1,
72,Ampang Intake,15/1/2022,,,,,,,,1.91,,,,,,,,8.74,,1.86,,,,,,,,,,7.88,,,,,,0.36,,,,,,,,,2.21,,,,,,,,9.67,,2.39,,,,,,,,,,8.96,,,,,,0.49,,,,,,,,,1.41,,,,,,,,6.22,,1.23,,,,,,,,,,5.47,,,,,,0.19,
73,Ampang Intake,15/10/2022,,,,,,,,1.28,,,,,,,,4.99,,1.31,,,,,,,,,,3.91,,,,,,0.26,,,,,,,,,1.4,,,,,,,,7.71,,1.75,,,,,,,,,,4.06,,,,,,0.31,,,,,,,,,1.06,,,,,,,,4.58,,0.72,,,,,,,,,,3.78,,,,,,0.11,
74,Ampang Intake,15/11/2022,,,,,,,,1.34,,,,,,,,5.77,,1.41,,,,,,,,,,4.32,,,,,,0.29,,,,,,,,,1.57,,,,,,,,6.92,,1.98,,,,,,,,,,4.57,,,,,,0.35,,,,,,,,,1,,,,,,,,4.9,,0.79,,,,,,,,,,4.05,,,,,,0.13,
75,Ampang Intake,15/12/2022,,,,,,,,1.06,,,,,,,,4.72,,1.31,,,,,,,,,,3.9,,,,,,0.23,,,,,,,,,1.41,,,,,,,,4.97,,1.7,,,,,,,,,,4.1,,,,,,0.32,,,,,,,,,0.51,,,,,,,,4.38,,0.69,,,,,,,,,,3.61,,,,,,0.11,
76,Ampang Intake,15/2/2022,,,,,,,,2.07,,,,,,,,14.29,,1.99,,,,,,,,,,9.31,,,,,,0.4,,,,,,,,,2.24,,,,,,,,16.62,,2.72,,,,,,,,,,10.76,,,,,,0.5,,,,,,,,,1.72,,,,,,,,11.81,,1.16,,,,,,,,,,8.21,,,,,,0.18,
77,Ampang Intake,15/3/2022,,,,,,,,1.56,,,,,,,,11.65,,1.41,,,,,,,,,,6.88,,,,,,0.33,,,,,,,,,1.78,,,,,,,,13.88,,1.74,,,,,,,,,,8.26,,,,,,0.41,,,,,,,,,1.15,,,,,,,,9.16,,0.9,,,,,,,,,,5.83,,,,,,0.14,
78,Ampang Intake,15/4/2022,,,,,,,,1.56,,,,,,,,13.19,,1.68,,,,,,,,,,8.15,,,,,,0.33,,,,,,,,,2.52,,,,,,,,17.17,,2.02,,,,,,,,,,12.98,,,,,,0.48,,,,,,,,,0.94,,,,,,,,9.85,,1.13,,,,,,,,,,6.07,,,,,,0.13,
79,Ampang Intake,15/5/2022,,,,,,,,1.4,,,,,,,,7.34,,1.38,,,,,,,,,,5.61,,,,,,0.27,,,,,,,,,1.7,,,,,,,,8.42,,1.79,,,,,,,,,,6.45,,,,,,0.37,,,,,,,,,0.6,,,,,,,,6.36,,0.54,,,,,,,,,,5.07,,,,,,0.13,
80,Ampang Intake,15/6/2022,,,,,,,,1.24,,,,,,,,5.49,,1.42,,,,,,,,,,4.17,,,,,,0.27,,,,,,,,,1.67,,,,,,,,7.03,,1.83,,,,,,,,,,4.93,,,,,,0.33,,,,,,,,,1.02,,,,,,,,4.7,,0.81,,,,,,,,,,3.88,,,,,,0.13,
81,Ampang Intake,15/7/2022,,,,,,,,1.25,,,,,,,,5.8,,1.33,,,,,,,,,,4.71,,,,,,0.25,,,,,,,,,1.47,,,,,,,,6.31,,1.85,,,,,,,,,,5.12,,,,,,0.32,,,,,,,,,1,,,,,,,,4.96,,0.53,,,,,,,,,,4.02,,,,,,0.13,
82,Ampang Intake,15/8/2022,,,,,,,,1.15,,,,,,,,5.05,,1.25,,,,,,,,,,3.79,,,,,,0.25,,,,,,,,,1.32,,,,,,,,5.41,,1.43,,,,,,,,,,3.89,,,,,,0.3,,,,,,,,,1.03,,,,,,,,4.64,,0.7,,,,,,,,,,3.74,,,,,,0.11,
83,Ampang Intake,15/9/2022,,,,,,,,1.18,,,,,,,,4.38,,1.22,,,,,,,,,,3.61,,,,,,0.24,,,,,,,,,1.29,,,,,,,,4.56,,1.63,,,,,,,,,,3.76,,,,,,0.29,,,,,,,,,0.93,,,,,,,,4.09,,0.63,,,,,,,,,,3.37,,,,,,0.1,
84,Ampang Intake,16/1/2022,,,,,,,,1.89,,,,,,,,9.13,,1.98,,,,,,,,,,8.2,,,,,,0.37,,,,,,,,,2.55,,,,,,,,11.83,,2.7,,,,,,,,,,10.41,,,,,,0.57,,,,,,,,,1.55,,,,,,,,7.39,,1.08,,,,,,,,,,6.51,,,,,,0.17,
85,Ampang Intake,16/10/2022,,,,,,,,0.99,,,,,,,,4.44,,1.31,,,,,,,,,,3.66,,,,,,0.24,,,,,,,,,1.05,,,,,,,,4.62,,1.62,,,,,,,,,,3.82,,,,,,0.29,,,,,,,,,0.93,,,,,,,,4.26,,0.69,,,,,,,,,,3.52,,,,,,0.11,
86,Ampang Intake,16/11/2022,,,,,,,,1.14,,,,,,,,5.69,,1.31,,,,,,,,,,4.61,,,,,,0.25,,,,,,,,,1.27,,,,,,,,11.64,,1.65,,,,,,,,,,9.22,,,,,,0.27,,,,,,,,,1.03,,,,,,,,4.52,,0.76,,,,,,,,,,3.73,,,,,,0.18,
87,Ampang Intake,16/12/2022,,,,,,,,0.89,,,,,,,,4.5,,1.18,,,,,,,,,,3.71,,,,,,0.22,,,,,,,,,1.09,,,,,,,,4.79,,1.71,,,,,,,,,,3.95,,,,,,0.3,,,,,,,,,0.51,,,,,,,,4.29,,0.66,,,,,,,,,,3.54,,,,,,0.1,
88,Ampang Intake,16/2/2022,,,,,,,,1.65,,,,,,,,9.09,,1.57,,,,,,,,,,7.01,,,,,,0.32,,,,,,,,,1.91,,,,,,,,11.19,,2.07,,,,,,,,,,7.88,,,,,,0.43,,,,,,,,,1.22,,,,,,,,7.41,,1.07,,,,,,,,,,5.93,,,,,,0.17,
89,Ampang Intake,16/3/2022,,,,,,,,1.62,,,,,,,,12.62,,1.53,,,,,,,,,,7.68,,,,,,0.33,,,,,,,,,2.02,,,,,,,,15.59,,1.82,,,,,,,,,,9.8,,,,,,0.45,,,,,,,,,1.11,,,,,,,,9.96,,1,,,,,,,,,,6.27,,,,,,0.11,
90,Ampang Intake,16/4/2022,,,,,,,,1.6,,,,,,,,14.5,,1.75,,,,,,,,,,8.64,,,,,,0.38,,,,,,,,,5.31,,,,,,,,45.51,,5.31,,,,,,,,,,28.62,,,,,,1.4,,,,,,,,,0.9,,,,,,,,9.25,,0.81,,,,,,,,,,5.82,,,,,,0.13,
91,Ampang Intake,16/5/2022,,,,,,,,1.57,,,,,,,,8.15,,1.5,,,,,,,,,,6.25,,,,,,0.33,,,,,,,,,1.88,,,,,,,,10.26,,2.03,,,,,,,,,,6.61,,,,,,0.52,,,,,,,,,1.21,,,,,,,,6.31,,0.83,,,,,,,,,,5.85,,,,,,0.13,
92,Ampang Intake,16/6/2022,,,,,,,,1.23,,,,,,,,5.51,,1.37,,,,,,,,,,4.63,,,,,,0.26,,,,,,,,,1.38,,,,,,,,6.71,,1.63,,,,,,,,,,5.37,,,,,,0.31,,,,,,,,,1.06,,,,,,,,5.06,,0.72,,,,,,,,,,4.44,,,,,,0.12,
93,Ampang Intake,16/7/2022,,,,,,,,1.26,,,,,,,,5.91,,1.39,,,,,,,,,,4.91,,,,,,0.25,,,,,,,,,1.5,,,,,,,,6.33,,1.68,,,,,,,,,,5.47,,,,,,0.34,,,,,,,,,1.12,,,,,,,,5.58,,0.79,,,,,,,,,,4.52,,,,,,0.13,
94,Ampang Intake,16/8/2022,,,,,,,,1.11,,,,,,,,4.34,,1.21,,,,,,,,,,3.58,,,,,,0.25,,,,,,,,,1.32,,,,,,,,4.66,,1.43,,,,,,,,,,3.85,,,,,,0.3,,,,,,,,,0.93,,,,,,,,4.09,,0.63,,,,,,,,,,3.37,,,,,,0.1,
95,Ampang Intake,16/9/2022,,,,,,,,1.05,,,,,,,,5.45,,1.26,,,,,,,,,,3.83,,,,,,0.24,,,,,,,,,1.1,,,,,,,,8.31,,1.73,,,,,,,,,,3.99,,,,,,0.31,,,,,,,,,0.93,,,,,,,,4.35,,0.63,,,,,,,,,,3.38,,,,,,0.1,
96,Ampang Intake,17/1/2022,,,,,,,,1.42,,,,,,,,6.96,,1.76,,,,,,,,,,6.19,,,,,,0.31,,,,,,,,,1.63,,,,,,,,8.39,,2.2,,,,,,,,,,7.77,,,,,,0.54,,,,,,,,,1.18,,,,,,,,5.71,,1.06,,,,,,,,,,5.02,,,,,,0.17,
97,Ampang Intake,17/10/2022,,,,,,,,1.18,,,,,,,,5.11,,1.28,,,,,,,,,,4.19,,,,,,0.26,,,,,,,,,1.42,,,,,,,,5.95,,1.53,,,,,,,,,,4.82,,,,,,0.32,,,,,,,,,1.02,,,,,,,,4.5,,0.74,,,,,,,,,,3.72,,,,,,0.12,
98,Ampang Intake,17/11/2022,,,,,,,,1.22,,,,,,,,5.15,,1.33,,,,,,,,,,4.19,,,,,,0.28,,,,,,,,,1.47,,,,,,,,6.15,,1.59,,,,,,,,,,4.68,,,,,,0.33,,,,,,,,,1.09,,,,,,,,4.81,,0.79,,,,,,,,,,3.97,,,,,,0.13,
99,Ampang Intake,17/12/2022,,,,,,,,1.05,,,,,,,,4.94,,1.24,,,,,,,,,,3.93,,,,,,0.24,,,,,,,,,1.22,,,,,,,,5.23,,1.51,,,,,,,,,,4.06,,,,,,0.33,,,,,,,,,0.95,,,,,,,,4.64,,0.71,,,,,,,,,,3.82,,,,,,0.11,
100,Ampang Intake,17/2/2022,,,,,,,,1.56,,,,,,,,9.49,,1.55,,,,,,,,,,7.16,,,,,,0.32,,,,,,,,,2.38,,,,,,,,13.13,,3,,,,,,,,,,9.24,,,,,,0.53,,,,,,,,,0.94,,,,,,,,7.58,,0.84,,,,,,,,,,6.06,,,,,,0.09,
101,Ampang Intake,17/3/2022,,,,,,,,1.63,,,,,,,,10.04,,1.53,,,,,,,,,,6.93,,,,,,0.32,,,,,,,,,2.22,,,,,,,,13.61,,2,,,,,,,,,,8.56,,,,,,0.55,,,,,,,,,1.3,,,,,,,,7.87,,1.05,,,,,,,,,,6.16,,,,,,0.11,
102,Ampang Intake,17/4/2022,,,,,,,,1.45,,,,,,,,9.16,,1.45,,,,,,,,,,6.29,,,,,,0.29,,,,,,,,,1.66,,,,,,,,10.24,,1.79,,,,,,,,,,6.58,,,,,,0.39,,,,,,,,,1.1,,,,,,,,7.81,,0.92,,,,,,,,,,5.8,,,,,,0.15,
103,Ampang Intake,17/5/2022,,,,,,,,1.24,,,,,,,,6.42,,1.38,,,,,,,,,,4.81,,,,,,0.28,,,,,,,,,1.35,,,,,,,,8.22,,1.95,,,,,,,,,,5.82,,,,,,0.36,,,,,,,,,1.04,,,,,,,,5.45,,0.7,,,,,,,,,,4.42,,,,,,0.11,
104,Ampang Intake,17/6/2022,,,,,,,,1.34,,,,,,,,6.49,,1.46,,,,,,,,,,5.23,,,,,,0.29,,,,,,,,,1.5,,,,,,,,7.49,,1.77,,,,,,,,,,6,,,,,,0.37,,,,,,,,,1.05,,,,,,,,5.54,,0.82,,,,,,,,,,4.49,,,,,,0.13,
105,Ampang Intake,17/7/2022,,,,,,,,1.23,,,,,,,,5.29,,1.33,,,,,,,,,,4.31,,,,,,0.22,,,,,,,,,1.5,,,,,,,,6.26,,1.61,,,,,,,,,,5.08,,,,,,0.3,,,,,,,,,0.93,,,,,,,,4.54,,0.69,,,,,,,,,,3.74,,,,,,0.11,
106,Ampang Intake,17/8/2022,,,,,,,,1.12,,,,,,,,5.31,,1.22,,,,,,,,,,3.74,,,,,,0.25,,,,,,,,,1.31,,,,,,,,5.66,,1.46,,,,,,,,,,3.94,,,,,,0.3,,,,,,,,,0.98,,,,,,,,4.63,,0.66,,,,,,,,,,3.55,,,,,,0.11,
107,Ampang Intake,17/9/2022,,,,,,,,1.1,,,,,,,,4.73,,1.23,,,,,,,,,,3.9,,,,,,0.25,,,,,,,,,1.32,,,,,,,,5.83,,1.56,,,,,,,,,,4.39,,,,,,0.31,,,,,,,,,0.95,,,,,,,,4.17,,0.64,,,,,,,,,,3.45,,,,,,0.1,
108,Ampang Intake,18/1/2022,,,,,,,,1.29,,,,,,,,6.28,,1.59,,,,,,,,,,5.52,,,,,,0.31,,,,,,,,,1.59,,,,,,,,7.69,,2.15,,,,,,,,,,6.85,,,,,,0.44,,,,,,,,,1.16,,,,,,,,5.65,,1.17,,,,,,,,,,4.97,,,,,,0.21,
109,Ampang Intake,18/10/2022,,,,,,,,1.23,,,,,,,,4.76,,1.29,,,,,,,,,,3.9,,,,,,0.25,,,,,,,,,1.4,,,,,,,,5.2,,1.66,,,,,,,,,,4.06,,,,,,0.31,,,,,,,,,1.04,,,,,,,,4.59,,0.7,,,,,,,,,,3.79,,,,,,0.11,
110,Ampang Intake,18/11/2022,,,,,,,,1,,,,,,,,4.71,,1.32,,,,,,,,,,3.87,,,,,,0.25,,,,,,,,,1.36,,,,,,,,5.1,,1.51,,,,,,,,,,4.08,,,,,,0.31,,,,,,,,,0.5,,,,,,,,4.3,,0.67,,,,,,,,,,3.55,,,,,,0.11,
111,Ampang Intake,18/12/2022,,,,,,,,0.99,,,,,,,,5.2,,1.25,,,,,,,,,,4.04,,,,,,0.26,,,,,,,,,1.36,,,,,,,,6.81,,1.48,,,,,,,,,,4.77,,,,,,0.32,,,,,,,,,0.55,,,,,,,,4.71,,0.74,,,,,,,,,,3.73,,,,,,0.12,
112,Ampang Intake,18/2/2022,,,,,,,,1.71,,,,,,,,9.26,,1.67,,,,,,,,,,7.22,,,,,,0.35,,,,,,,,,1.91,,,,,,,,10.49,,2.06,,,,,,,,,,7.45,,,,,,0.43,,,,,,,,,1.48,,,,,,,,7.86,,1,,,,,,,,,,6.58,,,,,,0.16,
113,Ampang Intake,18/3/2022,,,,,,,,1.43,,,,,,,,8.48,,1.46,,,,,,,,,,6.98,,,,,,0.31,,,,,,,,,1.71,,,,,,,,9.42,,1.84,,,,,,,,,,8.11,,,,,,0.42,,,,,,,,,0.96,,,,,,,,8.09,,0.86,,,,,,,,,,6.2,,,,,,0.09,
114,Ampang Intake,18/4/2022,,,,,,,,1.48,,,,,,,,8.63,,1.6,,,,,,,,,,6.53,,,,,,0.34,,,,,,,,,1.65,,,,,,,,12.34,,1.78,,,,,,,,,,7.19,,,,,,0.38,,,,,,,,,1.1,,,,,,,,6.81,,0.87,,,,,,,,,,6.2,,,,,,0.21,
115,Ampang Intake,18/5/2022,,,,,,,,1.4,,,,,,,,8.47,,1.45,,,,,,,,,,6.1,,,,,,0.32,,,,,,,,,1.65,,,,,,,,11.6,,1.94,,,,,,,,,,7.51,,,,,,0.41,,,,,,,,,1.11,,,,,,,,7.26,,0.88,,,,,,,,,,5.09,,,,,,0.24,
116,Ampang Intake,18/6/2022,,,,,,,,1.3,,,,,,,,6.19,,1.34,,,,,,,,,,5.01,,,,,,0.29,,,,,,,,,1.55,,,,,,,,7.18,,1.86,,,,,,,,,,5.75,,,,,,0.36,,,,,,,,,1.11,,,,,,,,5.83,,0.55,,,,,,,,,,4.73,,,,,,0.13,
117,Ampang Intake,18/7/2022,,,,,,,,1.13,,,,,,,,6.22,,1.32,,,,,,,,,,4.29,,,,,,0.26,,,,,,,,,1.33,,,,,,,,9.65,,1.65,,,,,,,,,,5.17,,,,,,0.3,,,,,,,,,1.04,,,,,,,,2.73,,0.7,,,,,,,,,,3.76,,,,,,0.17,
118,Ampang Intake,18/8/2022,,,,,,,,1.21,,,,,,,,5.53,,1.23,,,,,,,,,,3.71,,,,,,0.24,,,,,,,,,1.31,,,,,,,,7.25,,1.61,,,,,,,,,,3.82,,,,,,0.29,,,,,,,,,0.98,,,,,,,,5.1,,0.66,,,,,,,,,,3.55,,,,,,0.11,
119,Ampang Intake,18/9/2022,,,,,,,,0.95,,,,,,,,4.66,,1.29,,,,,,,,,,3.78,,,,,,0.26,,,,,,,,,1.08,,,,,,,,5.48,,1.46,,,,,,,,,,3.92,,,,,,0.3,,,,,,,,,0.52,,,,,,,,4.48,,0.7,,,,,,,,,,3.7,,,,,,0.11,
120,Ampang Intake,19/1/2022,,,,,,,,1.38,,,,,,,,8.71,,1.52,,,,,,,,,,7.08,,,,,,0.32,,,,,,,,,1.62,,,,,,,,15.22,,2.19,,,,,,,,,,11.82,,,,,,0.45,,,,,,,,,1.19,,,,,,,,6.11,,0.59,,,,,,,,,,5.06,,,,,,0.09,
121,Ampang Intake,19/10/2022,,,,,,,,1.35,,,,,,,,6.53,,1.45,,,,,,,,,,4.83,,,,,,0.27,,,,,,,,,1.62,,,,,,,,11.56,,1.75,,,,,,,,,,7.27,,,,,,0.36,,,,,,,,,1.21,,,,,,,,4.62,,0.81,,,,,,,,,,3.81,,,,,,0.13,
122,Ampang Intake,19/11/2022,,,,,,,,1.04,,,,,,,,8.63,,1.31,,,,,,,,,,5.04,,,,,,0.26,,,,,,,,,1.41,,,,,,,,19.09,,1.91,,,,,,,,,,8.57,,,,,,0.4,,,,,,,,,0.61,,,,,,,,4.27,,0.82,,,,,,,,,,3.52,,,,,,0.13,
123,Ampang Intake,19/12/2022,,,,,,,,0.98,,,,,,,,4.71,,1.24,,,,,,,,,,3.88,,,,,,0.25,,,,,,,,,1.38,,,,,,,,4.87,,1.49,,,,,,,,,,4.02,,,,,,0.34,,,,,,,,,0.52,,,,,,,,4.58,,0.7,,,,,,,,,,3.78,,,,,,0.11,
124,Ampang Intake,19/2/2022,,,,,,,,1.84,,,,,,,,9.48,,1.95,,,,,,,,,,7.48,,,,,,0.35,,,,,,,,,2.01,,,,,,,,12.98,,2.43,,,,,,,,,,7.88,,,,,,0.45,,,,,,,,,1.56,,,,,,,,6.92,,1.05,,,,,,,,,,6.66,,,,,,0.17,
125,Ampang Intake,19/3/2022,,,,,,,,1.48,,,,,,,,7.87,,1.33,,,,,,,,,,6.23,,,,,,0.29,,,,,,,,,1.62,,,,,,,,8.7,,1.57,,,,,,,,,,6.42,,,,,,0.36,,,,,,,,,1.3,,,,,,,,6.79,,0.88,,,,,,,,,,6.07,,,,,,0.14,
126,Ampang Intake,19/4/2022,,,,,,,,1.39,,,,,,,,8.36,,1.5,,,,,,,,,,5.68,,,,,,0.3,,,,,,,,,1.53,,,,,,,,11.87,,1.66,,,,,,,,,,6.91,,,,,,0.38,,,,,,,,,1.18,,,,,,,,6.45,,1.17,,,,,,,,,,4.98,,,,,,0.21,
127,Ampang Intake,19/5/2022,,,,,,,,1.4,,,,,,,,7.52,,1.5,,,,,,,,,,5.94,,,,,,0.28,,,,,,,,,1.59,,,,,,,,9.4,,1.92,,,,,,,,,,6.15,,,,,,0.36,,,,,,,,,1.19,,,,,,,,6.21,,0.8,,,,,,,,,,5.75,,,,,,0.13,
128,Ampang Intake,19/6/2022,,,,,,,,1.24,,,,,,,,6.7,,1.42,,,,,,,,,,5.06,,,,,,0.27,,,,,,,,,1.48,,,,,,,,7.67,,1.99,,,,,,,,,,5.37,,,,,,0.35,,,,,,,,,1.09,,,,,,,,5.1,,0.74,,,,,,,,,,4.62,,,,,,0.08,
129,Ampang Intake,19/7/2022,,,,,,,,1.16,,,,,,,,4.88,,1.24,,,,,,,,,,3.77,,,,,,0.2,,,,,,,,,1.3,,,,,,,,5.79,,1.63,,,,,,,,,,4.46,,,,,,0.25,,,,,,,,,0.99,,,,,,,,4.37,,0.67,,,,,,,,,,3.6,,,,,,0.07,
130,Ampang Intake,19/8/2022,,,,,,,,1.35,,,,,,,,6.42,,1.53,,,,,,,,,,4.46,,,,,,0.3,,,,,,,,,2.57,,,,,,,,10.77,,3.24,,,,,,,,,,7.49,,,,,,0.58,,,,,,,,,1.04,,,,,,,,5.45,,0.7,,,,,,,,,,3.79,,,,,,0.11,
131,Ampang Intake,19/9/2022,,,,,,,,0.92,,,,,,,,4.58,,1.24,,,,,,,,,,3.78,,,,,,0.25,,,,,,,,,1.12,,,,,,,,4.95,,1.52,,,,,,,,,,4.08,,,,,,0.31,,,,,,,,,0.47,,,,,,,,4.14,,0.63,,,,,,,,,,3.42,,,,,,0.1,
132,Ampang Intake,2/1/2022,,,,,,,,2.35,,,,,,,,12.23,,2.23,,,,,,,,,,9.51,,,,,,0.33,,,,,,,,,2.62,,,,,,,,15.33,,2.83,,,,,,,,,,10.84,,,,,,0.49,,,,,,,,,1.29,,,,,,,,7.9,,0.58,,,,,,,,,,6.32,,,,,,0.09,
133,Ampang Intake,2/10/2022,,,,,,,,1.24,,,,,,,,5.44,,1.25,,,,,,,,,,4.41,,,,,,0.28,,,,,,,,,1.32,,,,,,,,5.54,,1.43,,,,,,,,,,4.49,,,,,,0.33,,,,,,,,,0.99,,,,,,,,5.19,,0.67,,,,,,,,,,4.2,,,,,,0.11,
134,Ampang Intake,2/11/2022,,,,,,,,1.13,,,,,,,,6.97,,1.26,,,,,,,,,,4.23,,,,,,0.25,,,,,,,,,1.31,,,,,,,,14.24,,1.42,,,,,,,,,,5.12,,,,,,0.3,,,,,,,,,0.92,,,,,,,,4.53,,0.73,,,,,,,,,,3.74,,,,,,0.13,
135,Ampang Intake,2/12/2022,,,,,,,,1.2,,,,,,,,7.26,,1.28,,,,,,,,,,4.6,,,,,,0.22,,,,,,,,,1.32,,,,,,,,13.33,,1.55,,,,,,,,,,7.66,,,,,,0.27,,,,,,,,,0.98,,,,,,,,4.46,,0.74,,,,,,,,,,3.68,,,,,,0.12,
136,Ampang Intake,2/2/2022,,,,,,,,1.35,,,,,,,,7.11,,1.47,,,,,,,,,,6.56,,,,,,0.29,,,,,,,,,1.4,,,,,,,,7.42,,1.84,,,,,,,,,,6.77,,,,,,0.38,,,,,,,,,1.26,,,,,,,,6.68,,0.9,,,,,,,,,,6.19,,,,,,0.09,
137,Ampang Intake,2/3/2022,,,,,,,,1.52,,,,,,,,9.32,,1.51,,,,,,,,,,6.3,,,,,,0.32,,,,,,,,,1.77,,,,,,,,10.91,,2.1,,,,,,,,,,6.86,,,,,,0.42,,,,,,,,,0.99,,,,,,,,7.81,,0.6,,,,,,,,,,5.47,,,,,,0.09,
